target,targetTxHash,targetTxGasPrice,targetTxGasAmount,estimatedNetProfit,estimatedGrossProfit,ourTxHash,ourTxGasPrice,ourTxGasAmount,actualGrossProfit,actualNetProfit,gasCost
"0x000000005debd78F9271E9f0363BEEbDc2fC415b","0xaad8c94b25ff109e36f0762c9fc1e378875540fb1bcd0f63ff355d1334765c98","1213400000000","200000",0.9559444714853195,0.9752051106853195,"0xac1be638b5940b5030184eb6fef490eb2aa523ea5f0997a6ecb190405e8fe131","1236400000000","58567",0.9807168312756903,0.9083045924756903,58567
"0x0B3FED331A36b42a05b3cFdBc36d2FD0AecE5077","0x0771c6e37a554c4261c5c59243b9dbe42134bc82d44305574cecfb59ba2b6654","335549800138","2000000",6.561529509615681,6.786302945122992,"0xac01a3669c7666ed544104d7b8f2ef7c8f46906e6b5ecdfdc771ed14652e09b8","358549800138","66394",0,-0.023805555430362373,66394
"0x7787CC789cB168114cd11Cd1568AcA027A88c0d9","0x3d03fc58f421034d6741189545bef4c48c7d1552ab35117ad6c6837e5860af5f","159621752422","2000000",0.0672130399367893,0.24142706949903284,"0xb0da37e60c5c4fafea05bb653a6cd64ac10f0a3f99e70a3060f34ff879650f4d","182621752422","1314236",0.24142706949903284,0.001418988082953246,1314236
"0x070FfDD9720Fef0FF5D2Eae55336E6E1CFFaf62c","0x83ec4d86a45e226d80872cdbd94bc68df7a833064218d564de5650028dcbeb2e","109000000000","5000000",0.1300888923330696,0.3574823883330696,"0x7c8ab08254bbc453f865fe38badad5b50264729d0c5becf5ec7ec1f262c88561","132000000000","1611103",0.35554467785434984,0.14287908185434983,1611103
"0x070FfDD9720Fef0FF5D2Eae55336E6E1CFFaf62c","0xab25aeb87903feb2a0e46cfbf81521304da6750c5f96d52a1ee29a6306844368","109000000000","5000000",0.11424357015877774,0.35765737815877774,"0x15f3f5d0f3b21aa8de26a8b0632a333aa3af7f16f7ca3dfa68a841a7a9bd7bf3","132000000000","1591568",0.35765890143262835,0.14757192543262831,1591568
"0x5801FE0B4d087d51E88a513e6ce9c467cb2F3D72","0x6fdf22f6d21acb477c23d6943a9e1c4510a1b318657c74f66418814280c071a9","2550345359332","2000000",479.51031440417773,482.5786170099236,"0xd9504083e64bff233e6b345e4bfa1362570982c22ea6218f9e906e48855e70d6","2573345359332","67631",0,-0.17403791999698248,67631
"0x213c00ffB1A07089261319F194913e3785AF71fb","0x091ac5530ee4262f16141d5fd6e91ac25ae2c52033692213457752524440c5de","2857266772384","2000000",222.57310692222947,224.5374114175273,"0xe4bb232f9695b824c7a7affd1fcd14756a969d7a6799eaf660b968f0c105c574","2880266772384","67238",0,-0.19366337724155538,67238
"0xe75B4C9D49356D7A415f72D64dB94Fd7e68193db","0x0b355a92de7aa026b05b42e40cbacfca5a47bdd6be0818f69701461a5a19521d","79000000000","1141643",0.120717412,0.14098522,"0xf798aa254ca323329ea0909b7d0e3d888a70d1f162a7fe81b37ca583c1a56b9f","102000000000","240651",0.14098522,0.116438818,240651
"0x000000005debd78F9271E9f0363BEEbDc2fC415b","0xb53972c8790a61a397768dcb990b92fdc75e83cf3cf4c79007d2bf671ca41b54","1003800000000","200000",1.1391593078095499,1.1551547982095498,"0xb0e0be734281abb1e4875aab0a9d5ee022c39f06a5a8a7195e5af7fb8f6f1289","1026800000000","58567",1.1551547982095498,1.0950182026095499,58567
"0x31C1362c5AEC3E71e65Ee583126b866a4565a6E9","0x002fa075dda79bda33c464204c40c1b285e6a5a72c9f03d8810ec13d609b6945","184810596590","2000000",43.427737993114576,43.54926188940967,"0x60ead055fc2e69804bdb4a72aac845d0e10043c16d751c11c655f54eb37e242c","207810596590","66645",0,-0.01384953720974055,66645
