target,targetTxHash,targetTxGasPrice,targetTxGasAmount,estimatedNetProfit,estimatedGrossProfit,ourTxHash,ourTxGasPrice,ourTxGasAmount,actualGrossProfit,actualNetProfit,gasCost
"0x288A3fbcB3f2541ca1e43B795Da48C1DA636f000","0x144e061824455ceaeab1e268ab372173617f4126fcadd486d088ee63b036dd7f","5000000000","443071",0.005833226842548946,0.008472395842548946,"0x6ba648d1e08948d44208f32d1c9f4122f65da840df2ee0e1a14ae008d77388b3","9000000000","548663",0.008472395842548946,0.003534428842548946,548663
"0x84C6922F6300AA2F14A6502D02f1F29a781c1751","0x23d446fdeacd2a645293bb131ba385423f8b856dd26fc5e1a7253e9d600545d7","5000000000","579988",0.008390388380684288,0.01078928438068429,"0xe353f2e1b55452573aa6be95f33505a2ab4debd13e2b8f8662123deb76e4b36e","9000000000","548675",0.01078928438068429,0.005851209380684289,548675
"0x0304404dB70E07b1098FDB21db04BCC93B1B8A15","0x9879cff906f082760d87347681b958b0b4d66e6d807343f83a10172bc9a6e4ec","5010000000","350239",0.005641312914584224,0.008848620634584223,"0x5d0854f227fcabf47dfe8e3ab4221c84ff8fcb0ed895a5756004f817c933cc94","9010000000","388496",0,-0.00350034896,388496
"0x0304404dB70E07b1098FDB21db04BCC93B1B8A15","0xb6fa10a4650e2f2976adf26ffeb0623ff57d04086011fb4526b3fc2867df5d3a","5010000000","350239",0.0070674542420812,0.0102747619620812,"0x5dfd2644b30a42c8efd7bb07523156a4e1282b91229f47b390d449c83ddf0594","9010000000","556530",0.0102747619620812,0.0052604266620812,556530
"0x0304404dB70E07b1098FDB21db04BCC93B1B8A15","0xe6f0ea57505d9889c7e866a738a45a0e858b79923db50ae22433abae013f11b1","5010000000","350239",0.005559407496772107,0.008766715216772107,"0xbc39d03fd2d2864bffdb1945275e7915eb287c76639f8a7d1b541d2797cc2514","9010000000","544446",0.000257858429286634,-0.004647600030713366,544446
"0x800e7BcF678e4Afd44B85C870CAA78a2119Efb8a","0xa2fa9b584ed2fb78ca96862358369fd73b95c9c274133ebc3f3f83405a64c8e0","5500008000","1292772",0.001046253458877816,0.007038972505373816,"0xc16465f566b9960caf7f0d47b230e2278d4c23d617c9519c79de545911722d12","9500008000","241978",0,-0.002298792935824,241978
