target,targetTxHash,targetTxGasPrice,targetTxGasAmount,estimatedNetProfit,estimatedGrossProfit,ourTxHash,ourTxGasPrice,ourTxGasAmount,actualGrossProfit,actualNetProfit,gasCost
"0xf7F1C8Df5962d7BeCc0F2ABdA6838Df1eA80d4ba","0x1bd1b17787616662e5cf51b6e712517b7f460cd909d7d6f12e2e1d4c44e1f7d0","405039141457","1296721",0.23598793829341946,0.5962125166499727,"0x303e6d63cbc421dee7747da4f0df166948ad6a0754cf2f6f0f6b9ba92d86b6cc","416039141457","1273627",0.7379137042165833,0.2080350206001288,1273627
"0x673Cc8BF62D28AdF34e1719db7ffFFDE465577D9","0x65a2b06fb2f7b7ceeb8050184da98eee421e2695e624222afd1889370456a440","370753036066","1296739",1.820740806659934,2.1307387785608967,"0x79a538129022eb320a16e84ee774376cb7fff988ebc05665fe4a56ddaa31f13f","381753036066","1287534",2.1307387785608967,1.6392187650226953,1287534
"0x4Aa9f8Bd3C8Fa9C56D9D6288a931857EE8D94b07","0x9ae0b3e325ae0d7c4eafeb176654e79775d6a842f5b2a842739d550a65f28754","391086845477","1218550",5.400028993348937,5.726538791176389,"0x09dd22b2a7af50e9c74045f14bb5fe916736f2a52790abdd54fb9966cc26fcfb","402086845477","1287522",5.726538791176389,5.2088431317141515,1287522
"0x3120670B117855B54306c548216a4C25DC704982","0x463b8fb95f315c956afed51d290f974aec8c78b456ce0ba489471d91e4873ee0","350963741720","755451",0.15115935225882246,0.31281380716594137,"0xa47d675b0a80a635612bc187558100790e7429d3fab00f08df99522a47dd10ca","361963741720","877853",0.31281484613391,-0.004936110426217159,877853
"0xB803d04885DEEE034D937f85d235d22dF09928A1","0x592700ea637ecf2925f64f35672b9d6b36216dc17d0b3c8fd05b00133814e403","288102855287","224586",0.005296917088194689,0.05679614760865506,"0xfeb96b420f1ed9a7f6495843b5dafb021e0bd856d686de19f9446bca56a0aabf","361723697247","490680",0.05541017189733161,-0.12208041186782635,490680
"0xd99c72B0D9028ae5AdB896EFFb118672E230098C","0x6c8be6cd3984df670f63218cd6cc468bdbb63829139032d467c4444e4810cb78","306463919990","252934",0.02062829477752568,0.07380762840681056,"0xfc348b3f46848fdfbdc5b25e99c74c3a7421b680b74b8c0bb7b12d16a182f8eb","361723697247","464227",0.0719320600426504,-0.09598984675923267,464227
"0x1F0b7d545F53674e42DE2D46578fe4F4B9268708","0xa2e05fea30219314dfc1cbf991a6cf66b1e08f83188c7c47331eb60a7c97f3f6","174350000000","336206",0.03773294290128726,0.08546557235128725,"0xb95f3a332dc1478753ceb26d362d94aab8f761bbf521eecba7e5285b8292417e","361723697247","859580",0,-0.3109304556795763,859580
"0x5FFeCf443D0f8471E9E69202383D3D445AA726E9","0xaaeb4ef0d8472e91b9c69f2aa0820eab02da8b2992f6da07a438484955bee1bb","159545844412","226890",0.4008945777514868,0.4307373717900762,"0x53bf8ce85a5bc5492c378aec4aeadb1334f86ce292b86ae671f7ed6b8fee4672","361723697247","580418",0,-0.20995094490870925,580418
"0xCeB2699242dC52f8DCD2cFDf8892DC87c150784d","0xdb187b5cd25ae5f1a1d67472b2183d9a4c97d68d39eef2b9b4996cebf576aa66","143600000000","1738489",3.0062595966115566,3.224659460811557,"0x53a92c1788083368daa446addc10e1fed7f67ca7e9b0a519ae389f2ed0830723","361723697247","1669639",3.224659460811557,2.620711468663773,1669639
"0xecaBF4e5F317e828C5d3F4ea345555c5969131B2","0xee5adfa14d565c6df4cdd670d65b3db8c22f832e2f4b50b691f45b1b28896672","136400947536","4121466",0.07691376341556559,0.47949346251451835,"0x53a74aa1e7bc51f535fd9d2f275a0cc5d93e0ae3ff1926cea160a79442130045","361723697247","3140260",0.47949346251451835,-0.6564129950023458,3140260
