target,targetTxHash,targetTxGasPrice,targetTxGasAmount,estimatedNetProfit,estimatedGrossProfit,ourTxHash,ourTxGasPrice,ourTxGasAmount,actualGrossProfit,actualNetProfit,gasCost
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xe5f1832d06d392113a2e01afbc967f5c1b1013ff6c1166a57f662c62fde1e3f3","131390516685","3024132",0.01423391169626038,0.20390188949119945,"0x32516237713c85a3d48dbb8dcb696469af87cfec7ec72c64c4220ad7a4bc8a54","131390516708","1149560",0.20423189308481454,0.05319061069796605,1149560
"0x070FfDD9720Fef0FF5D2Eae55336E6E1CFFaf62c","0x9f57a0f809b8e01c6c1555b187e5bd18e42eb49f406e38f7aa89dd297f87ddca","278000000000","5000000",0.20746032841999282,0.7968219404199928,"0x6b1316b180268a85c96a94a024d23979a7a79c3b3deff87c2ebca900d4cad446","278000000023","1685512",0.7968277533850788,0.3282554173463121,1685512
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x6f864c9a7ec16d6d37d2cba7500f3c7778f08d2dff446e3798ca6c543aa68b79","134091603355","2681067",0.02085103659518819,0.19228023349679568,"0x13ed0c20657967e8ac977af89ec69009a7adc52754f24cd5aeab2c7f8722dce6","134091603378","1009534",0.19256289323535997,0.05719286051075412,1009534
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xa8fca0bbe048fef29cde4339f36081692328b0ec390154ef352333776ac9098a","126658470169","2806237",0.007083524701139147,0.1674229702276305,"0x344b0284845471d9c0656737b49a074dc38706ddd5e049a18ae3b1290e317ea7","126658470192","1004734",0.1676068044416964,0.040348733051807466,1004734
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xbb0397298d2b721971e3a0c8c0603d705aa27c6d414e633f9afc1dc529dff3b5","141705551778","2658660",0.04576184352173318,0.22402365044437325,"0x634beac7dba69ec154b89caf4c278de3f7360d00ff616165434658cb7a146ac3","141705551801","1015671",0.22437365949205781,0.08044743998878436,1015671
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xdf005ec29dd3688c352b5269a2b14f26663e836366f3ace06297b32b495c7933","132598925701","2856212",0.02665048689437388,0.20735172048193912,"0x56ed278baff373d5f9443f7c7a083f3fba04d971d66bbc0584e24665d011b5b7","132598925724","1006498",0.000115443730558517,-0.13334510981279604,1006498
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xf17bb60fc705c6ca8683f7d99a68d616422b8cdedf64b367ac3d90cc2c7a09f0","131486396962","2677710",0.028438110154938304,0.1968168508501431,"0x12dad06d55a658255e3f571166ba10bab8cf9afdf041946befabd974dc89fd69","131486396985","1031679",0.19720374452570436,0.061551989970616526,1031679
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x9555e71250dab218b7d27ba6cac31f737d37b8f7039fe687304774020c3226f1","127943733573","2825527",0.05363526633942083,0.2267271248833207,"0xf7b2fedda298cadb22a812e0f375995abfa2907866c594528c0d05df63786b2d","127943733596","98616",0,-0.012617299232303135,98616
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xe28aae7c68d7edfba0515c8bac0df6acfe85f75ba5a0cc1bd1109b76dd98e041","125652627981","2806462",0.06398208971271664,0.22325728583661092,"0x7b74a7f853cb1005dbd02e52fc761bf628e73e00777c57791bd77a4326647391","125652628004","1007624",0.2236024993990655,0.09699189575916302,1007624
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xa8a3d362a7ca824720bc4a04e79cf7e2f26738643c74fafa709036b92491e935","138236129571","2806462",0.021652145106524533,0.20569141677436234,"0x7ffdf902d9e891068ede4a05525e3b7758285510a0d751741c7ccfdde006ddd3","138236129594","1077592",0.2059209644417066,0.05695881708024896,1077592
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x39736571a77fed60279c6038f75539b8678f33cc5a32eb272aa39e94235a04b2","131257756719","2681292",0.00152525610109683,0.16987584721618795,"0xde308f9f91cdf33c3e917f3ed5a7f17c943c8d895d8cc50679e8feab45b12846","131257756742","1009624",0.17010562804791657,0.03758464665503155,1009624
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x92d1a279995c32557b626b96d96749fcaac6431a36fcdd689d572c5f6201d7ff","96629676994","2674067",0.012786438472721807,0.1423297071695376,"0x55ae94c091b6f9a1de52e5bb272654153e1bb0a250fff2d1930a6638a9963c7c","98977760455","1009534",0.14259883266817472,0.042677418244996754,1009534
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xaec30191c939473584bed58adca9e3e35873d5befa14a027165e4ab7989b2ec5","132682077112","2700357",0.003738056077687574,0.1869749267460489,"0x4121d8d72de05a2a5b9d604fbdfce45d598c5f63cc1813b807b930b5acc35d7a","132682077135","1103647",0.18735209342940443,0.04091791704559309,1103647
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x8911a993e16f40a421621b02260cc8aa3dc2497dd85a73ff5afa56f26702ef2f","131334457900","2825527",0.045989682084781776,0.22332815393815048,"0xbe7584b2b3748dadb370e060b37f0d0b4f9208ad6a782cdb67b7a8f6f5b52e49","131334457923","1088006",0.22370356769158026,0.08081088946460872,1088006
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0x5431330908664d0226dcd6f1464d904e0070ede40fd5f71374118fa34ec05dfa","126484741060","2720460",0.012348416731508077,0.17783191168819565,"0xd75ccd95a0cf52aa8e2f5be5ac0f06787b8a1103b16791a7a0483e7e42df9964","126484741083","1033679",0.17822330137237546,0.04747868069444112,1033679
"0x03d9964f4D93a24B58c0Fc3a8Df3474b59Ba8557","0xc8bb39b831203a80403c6049c2a0d3964ed2132223bf3e42c57f42545fc74695","127139418985","2895380",0.024472182930907773,0.19068042337219637,"0x27d68b9b2bb71aff851cf856b3cea4f747a0a0cd934ad46d0167c42c7cb73afb","127139419008","1033679",0.19094108254635006,0.059519735045579635,1033679
